Farming_off,Fishery_off,Gardening_off,Pet grooming_off,Pet training_off,Drawing_off,Painting_off,Sculpture_off,Print making_off,Poetry_off,Make-up_off,Facials_off,Pedicure & Manicure_off,Hair care_off,Ballet_off,Tap dance_off,Jazz dance_off,Salsa_off,Ballroom dance_off,Piano_off,Guitar_off,Drumming_off,Trumpet_off,Composing_off,Script writing_off,Play writing_off,Poetry writing_off,Caligraphy_off,Blogging_off,Journalism_off,German_off,Spanish_off,Arabic_off,French_off,English_off,Nutrition_off,Fitness & Excercise_off,Wellness_off,Tennis_off,Football_off,Basketball_off,Yoga_off,Baseball_off,Gymnastic_off,Cooking_off,Baking_off,Grilling_off,Meal planning_off,Sautéing_off,Programming_off,Graphic design_off,Data Analysis_off,Photoshop_off,Social Media_off,Camera handling_off,Photo editing_off,Lighting_off,Landscape photography_off,Portrait photography_off,Image processing_off,Video editing_off,Film making_off,Animation_off,Motion graphics_off,Visual effects_off,Expert_skill,Matched_skills_samples,Skill Domains
,,,,,,,,,,,,,,,,,,,Novice,Expert,Novice,Novice,Intermediate,,,,,,,,,,,,,,,Intermediate,Expert,Advanced,Beginner,Beginner,Intermediate,,,,,,,,,,,,,,,,,Novice,Beginner,Beginner,Novice,Advanced,Guitar_off,"['Piano_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']","['Music', 'Sports', 'Video']"
,,,,,,,,,,Novice,Advanced,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,Novice,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedicure & Manicure_off,"['Make-up_off', 'Facials_off', 'Hair care_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off']","['Beauty', 'Health']"
,,,,,,,,,,,,,,Intermediate,Advanced,Novice,Novice,Novice,,,,,,,,,,,,,,,,,Intermediate,Advanced,Expert,,,,,,,Expert,Novice,Beginner,Expert,Intermediate,,,,,,,,,,,,,,,,,Wellness_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off']","['Food', 'Health', 'Dance']"
,,,Beginner,Novice,,,,,,,,,,,,,,,Novice,Expert,Beginner,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guitar_off,"['Piano_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Pet grooming_off', 'Pet training_off']","['Music', 'Animal Care']"
,,,Novice,Beginner,,,,,,,,,,Expert,Expert,Novice,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tap dance_off,"['Ballet_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Pet grooming_off', 'Pet training_off']","['Dance', 'Animal Care']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Advanced,Expert,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic_off,"['German_off', 'Spanish_off', 'French_off', 'English_off']",['Language']
,,,Novice,Novice,,,,,,,,,,,,,,,,,,,,Novice,Novice,Expert,Expert,Novice,Intermediate,,,,,,,,,,,,,,,Beginner,Intermediate,Advanced,Novice,Advanced,,,,,,,,,,,,,,,,,Poetry writing_off,"['Pet grooming_off', 'Pet training_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Script writing_off', 'Play writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Animal Care', 'Food', 'Writing']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Novice,Advanced,Novice,Novice,,,,,,Photo editing_off,"['Camera handling_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off']",['Photo']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Advanced,Intermediate,Expert,,,,,,,,,,Expert,Intermediate,Novice,Intermediate,Advanced,,,,,,,,,,,,,,,,,English_off,"['German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Language', 'Food']"
,,,,,,,,,,Novice,Novice,Advanced,Intermediate,,,,,,,,,,,,,,,,,,,,,,Expert,Expert,Advanced,,,,,,,,,,,,,,,,,Novice,Beginner,Novice,Intermediate,Intermediate,Novice,,,,,,Fitness & Excercise_off,"['Nutrition_off', 'Wellness_off', 'Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Health', 'Photo', 'Beauty']"
Expert,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Advanced,Novice,Beginner,,,,,,,,,,,,,,,,,Farming_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Fishery_off', 'Gardening_off']","['Food', 'Agriculture']"
,,,,,Advanced,Intermediate,Beginner,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Beginner,Advanced,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,Football_off,"['Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off', 'Tennis_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off']","['Art', 'Sports']"
Beginner,Expert,Intermediate,,,,,,,,Beginner,Beginner,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fishery_off,"['Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off', 'Farming_off', 'Gardening_off']","['Beauty', 'Agriculture']"
,,,,,Novice,Intermediate,Beginner,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,Advanced,Intermediate,Beginner,Beginner,Advanced,,,,,,,,,,Beginner,Expert,Beginner,Advanced,Expert,,,,,,,,,,,,,,,,,Sautéing_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']","['Food', 'Language', 'Art']"
,,,,,Beginner,Novice,Novice,Advanced,Advanced,Novice,Expert,Beginner,Advanced,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,Facials_off,"['Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off', 'Make-up_off', 'Pedicure & Manicure_off', 'Hair care_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']","['Health', 'Beauty', 'Art']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Advanced,Beginner,Expert,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,Baseball_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Gymnastic_off']",['Sports']
,,,,,,,,,,,,,,Beginner,Advanced,Novice,Expert,Intermediate,,,,,,Advanced,Expert,Beginner,Beginner,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Beginner,Intermediate,Novice,Intermediate,,,,,,Salsa_off,"['Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Ballroom dance_off', 'Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Photo', 'Dance', 'Writing']"
,,,Expert,Novice,,,,,,,,,,Beginner,Beginner,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pet grooming_off,"['Pet training_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off']","['Animal Care', 'Dance']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Novice,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Beginner,Intermediate,Expert,Beginner,German_off,"['Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off']","['Video', 'Language']"
,,,,,,,,,,Expert,Beginner,Novice,Beginner,,,,,,Intermediate,Beginner,Intermediate,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Make-up_off,"['Facials_off', 'Pedicure & Manicure_off', 'Hair care_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off']","['Beauty', 'Music']"
Novice,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Advanced,Novice,Novice,Blogging_off,"['Farming_off', 'Fishery_off', 'Gardening_off', 'Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Journalism_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']","['Agriculture', 'Writing', 'Video']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Expert,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arabic_off,"['German_off', 'Spanish_off', 'French_off', 'English_off']",['Language']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Intermediate,Novice,Intermediate,Intermediate,Novice,Advanced,Novice,Expert,,,,,,,,,,,,Social Media_off,"['Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Technology', 'Food']"
,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Novice,Intermediate,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Expert,Novice,Expert,Advanced,Beginner,,,,,,Photo editing_off,"['Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Camera handling_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off']","['Writing', 'Photo']"
,,,Novice,Novice,,,,,,Intermediate,Advanced,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Expert,Beginner,Pedicure & Manicure_off,"['Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off', 'Pet grooming_off', 'Pet training_off', 'Make-up_off', 'Facials_off', 'Hair care_off']","['Video', 'Animal Care', 'Beauty']"
,,,,,Novice,Intermediate,Expert,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Beginner,Beginner,Advanced,Novice,,,,,,,,,,,,,,,,,Sculpture_off,"['Drawing_off', 'Painting_off', 'Print making_off', 'Poetry_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Art', 'Food']"
,,,,,,,,,,,,,,Advanced,Intermediate,Expert,Novice,Advanced,,,,,,Expert,Intermediate,Expert,Novice,Novice,Advanced,,,,,,,,,,,,,,,Intermediate,Novice,Novice,Novice,Novice,,,,,,,,,,,,,,,,,Script writing_off,"['Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Food', 'Dance', 'Writing']"
,,,,,,,,,,,,,,Novice,Intermediate,Novice,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ballroom dance_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off']",['Dance']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Novice,Expert,Beginner,Motion graphics_off,"['Video editing_off', 'Film making_off', 'Animation_off', 'Visual effects_off']",['Video']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Intermediate,Expert,Expert,Beginner,Beginner,,,,,,Landscape photography_off,"['Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Portrait photography_off', 'Image processing_off']",['Photo']
Advanced,Beginner,Expert,,,,,,,,,,,,Advanced,Intermediate,Advanced,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Advanced,Novice,Novice,Advanced,,,,,,,,,,,,,,,,,Gardening_off,"['Farming_off', 'Fishery_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off']","['Agriculture', 'Dance', 'Food']"
Novice,Novice,Intermediate,,,,,,,,,,,,,,,,,Beginner,Novice,Expert,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drumming_off,"['Farming_off', 'Fishery_off', 'Gardening_off', 'Piano_off', 'Guitar_off', 'Trumpet_off', 'Composing_off']","['Agriculture', 'Music']"
,,,,,,,,,,,,,,,,,,,Novice,Novice,Intermediate,Beginner,Novice,,,,,,,Novice,Beginner,Beginner,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Beginner,Intermediate,Expert,Novice,,,,,,Portrait photography_off,"['Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off', 'Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Image processing_off', 'German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off']","['Music', 'Photo', 'Language']"
,,,Intermediate,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Intermediate,Intermediate,Beginner,,,,,,,,,,,,,,,Beginner,Intermediate,Novice,Advanced,Novice,,,,,,,,,,,,Spanish_off,"['German_off', 'Arabic_off', 'French_off', 'English_off', 'Pet grooming_off', 'Pet training_off', 'Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off']","['Language', 'Animal Care', 'Technology']"
,,,,,,,,,,Expert,Beginner,Beginner,Novice,Beginner,Novice,Novice,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Make-up_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Dance', 'Beauty']"
,,,,,,,,,,,,,,Intermediate,Intermediate,Novice,Intermediate,Advanced,,,,,,,,,,,,,,,,,Novice,Expert,Novice,,,,,,,,,,,,,,,,,Novice,Intermediate,Beginner,Beginner,Intermediate,Advanced,,,,,,Fitness & Excercise_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off', 'Nutrition_off', 'Wellness_off']","['Dance', 'Photo', 'Health']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Intermediate,Advanced,Intermediate,Intermediate,,,,,,Camera handling_off,"['Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off']",['Photo']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Advanced,Intermediate,Advanced,Video editing_off,"['Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']",['Video']
,,,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Novice,Novice,Beginner,Wellness_off,"['Nutrition_off', 'Fitness & Excercise_off', 'Pet grooming_off', 'Pet training_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']","['Health', 'Animal Care', 'Video']"
,,,,,,,,,,,,,,Novice,Novice,Beginner,Advanced,Novice,,,,,,Beginner,Novice,Novice,Novice,Novice,Expert,Advanced,Intermediate,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journalism_off,"['Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off']","['Writing', 'Dance', 'Language']"
Beginner,Beginner,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Beginner,Beginner,Novice,,,,,,,,,,,,,,,Beginner,Advanced,Intermediate,Beginner,Advanced,,,,,,,,,,,,German_off,"['Farming_off', 'Fishery_off', 'Gardening_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off']","['Agriculture', 'Language', 'Technology']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Advanced,Intermediate,Advanced,Beginner,Novice,Novice,Advanced,Expert,Novice,Beginner,,,,,,,,,,,,Beginner,Novice,Novice,Novice,Novice,Grilling_off,"['Cooking_off', 'Baking_off', 'Meal planning_off', 'Sautéing_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off', 'Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off']","['Food', 'Video', 'Sports']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Novice,Novice,,,,,,,Novice,Intermediate,Novice,Intermediate,Intermediate,,,,,,Expert,Novice,Novice,Beginner,Novice,Novice,,,,,,Camera handling_off,"['Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Nutrition_off', 'Fitness & Excercise_off', 'Wellness_off']","['Photo', 'Food', 'Health']"
,,,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,Advanced,Novice,Intermediate,Intermediate,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Beginner,Novice,Novice,,,,,,,,,,,,Blogging_off,"['Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off', 'Pet grooming_off', 'Pet training_off', 'Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Journalism_off']","['Technology', 'Animal Care', 'Writing']"
,,,,,,,,,,Beginner,Beginner,Beginner,Expert,Advanced,Advanced,Novice,Intermediate,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Beginner,Intermediate,Intermediate,Intermediate,,,,,,Photo editing_off,"['Camera handling_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Image processing_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off']","['Photo', 'Beauty', 'Dance']"
,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Expert,Novice,Intermediate,Intermediate,Beginner,,,,,,,,,Advanced,Advanced,Advanced,Novice,Intermediate,Novice,,,,,,,,,,,,,,,,,Novice,Beginner,Expert,Novice,Novice,Animation_off,"['Tennis_off', 'Football_off', 'Basketball_off', 'Yoga_off', 'Baseball_off', 'Gymnastic_off', 'Video editing_off', 'Film making_off', 'Motion graphics_off', 'Visual effects_off', 'Script writing_off', 'Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']","['Sports', 'Video', 'Writing']"
,,,,,,,,,,,,,,Novice,Novice,Intermediate,Expert,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Novice,Expert,Novice,Novice,,,,,,,,,,,,,,,,,Grilling_off,"['Cooking_off', 'Baking_off', 'Meal planning_off', 'Sautéing_off', 'Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off']","['Food', 'Dance']"
,,,,,,,,,,Novice,Intermediate,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Intermediate,Expert,Expert,Expert,,,,,,,,,,,,Data Analysis_off,"['Programming_off', 'Graphic design_off', 'Photoshop_off', 'Social Media_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Technology', 'Beauty']"
,,,,,,,,,,,,,,,,,,,Intermediate,Expert,Novice,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guitar_off,"['Piano_off', 'Drumming_off', 'Trumpet_off', 'Composing_off']",['Music']
,,,,,,,,,,,,,,,,,,,Beginner,Advanced,Expert,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drumming_off,"['Piano_off', 'Guitar_off', 'Trumpet_off', 'Composing_off']",['Music']
,,,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Intermediate,Intermediate,Intermediate,Expert,Beginner,,,,,,Portrait photography_off,"['Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Image processing_off', 'Pet grooming_off', 'Pet training_off']","['Photo', 'Animal Care']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Intermediate,Beginner,Advanced,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English_off,"['German_off', 'Spanish_off', 'Arabic_off', 'French_off']",['Language']
,,,,,,,,,,,,,,,,,,,Intermediate,Expert,Novice,Advanced,Beginner,,,,,,,Novice,Novice,Beginner,Expert,Expert,,,,,,,,,,Expert,Intermediate,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,Cooking_off,"['Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'German_off', 'Spanish_off', 'Arabic_off', 'French_off', 'English_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off']","['Food', 'Language', 'Music']"
Novice,Expert,Novice,,,,,,,,,,,,,,,,,Beginner,Novice,Expert,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drumming_off,"['Piano_off', 'Guitar_off', 'Trumpet_off', 'Composing_off', 'Farming_off', 'Fishery_off', 'Gardening_off']","['Music', 'Agriculture']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nutrition_off,"['Fitness & Excercise_off', 'Wellness_off']",['Health']
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellness_off,"['Nutrition_off', 'Fitness & Excercise_off']",['Health']
,,,Intermediate,Expert,,,,,,Advanced,Novice,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pet training_off,"['Pet grooming_off', 'Make-up_off', 'Facials_off', 'Pedicure & Manicure_off', 'Hair care_off']","['Animal Care', 'Beauty']"
,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Intermediate,Beginner,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Script writing_off,"['Play writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off']",['Writing']
,,,,,Novice,Novice,Novice,Novice,Beginner,,,,,Novice,Advanced,Beginner,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Beginner,Beginner,Novice,Beginner,Expert,,,,,,Image processing_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Camera handling_off', 'Photo editing_off', 'Lighting_off', 'Landscape photography_off', 'Portrait photography_off', 'Drawing_off', 'Painting_off', 'Sculpture_off', 'Print making_off', 'Poetry_off']","['Dance', 'Photo', 'Art']"
Intermediate,Novice,Novice,,,,,,,,,,,,Advanced,Novice,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Advanced,Expert,Novice,Intermediate,Animation_off,"['Ballet_off', 'Tap dance_off', 'Jazz dance_off', 'Salsa_off', 'Ballroom dance_off', 'Farming_off', 'Fishery_off', 'Gardening_off', 'Video editing_off', 'Film making_off', 'Motion graphics_off', 'Visual effects_off']","['Dance', 'Agriculture', 'Video']"
,,,,,,,,,,,,,,,,,,,Beginner,Novice,Beginner,Advanced,Intermediate,Intermediate,Expert,Novice,Beginner,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Play writing_off,"['Script writing_off', 'Poetry writing_off', 'Caligraphy_off', 'Blogging_off', 'Journalism_off', 'Piano_off', 'Guitar_off', 'Drumming_off', 'Trumpet_off', 'Composing_off']","['Writing', 'Music']"
,,,,,Advanced,Novice,Expert,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Novice,Intermediate,Novice,,,,,,,,,,,,Print making_off,"['Drawing_off', 'Painting_off', 'Sculpture_off', 'Poetry_off', 'Programming_off', 'Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off']","['Art', 'Technology']"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Beginner,Novice,Intermediate,Novice,Expert,Novice,Beginner,Intermediate,Beginner,,,,,,,Novice,Intermediate,Beginner,Novice,Novice,Programming_off,"['Graphic design_off', 'Data Analysis_off', 'Photoshop_off', 'Social Media_off', 'Cooking_off', 'Baking_off', 'Grilling_off', 'Meal planning_off', 'Sautéing_off', 'Video editing_off', 'Film making_off', 'Animation_off', 'Motion graphics_off', 'Visual effects_off']","['Technology', 'Food', 'Video']"
